id,description,dataType
2344833,"Fruit smoothie, bottled",Survey (FNDDS)
2344834,"Fruit nectar, NFS",Survey (FNDDS)
2344835,Apricot nectar,Survey (FNDDS)
2344836,Banana nectar,Survey (FNDDS)
2344837,Cantaloupe nectar,Survey (FNDDS)
2344838,Guava nectar,Survey (FNDDS)
2344839,Mango nectar,Survey (FNDDS)
2344840,Peach nectar,Survey (FNDDS)
2344841,Papaya nectar,Survey (FNDDS)
2344842,Passion fruit nectar,Survey (FNDDS)
2344843,Pear nectar,Survey (FNDDS)
2344844,"Soursop, nectar",Survey (FNDDS)
2344845,Vinegar,Survey (FNDDS)
2344846,"Baby Toddler fruit, NFS",Survey (FNDDS)
2344847,"Baby Toddler multiple fruit, Stage 2",Survey (FNDDS)
2344848,"Baby Toddler multiple fruit, Stage 3",Survey (FNDDS)
2344849,"Baby Toddler fruit, with grain",Survey (FNDDS)
2344850,"Baby Toddler fruit, with yogurt",Survey (FNDDS)
2344851,"Baby Toddler fruit and vegetables, Stage 2",Survey (FNDDS)
2344852,"Baby Toddler fruit and vegetables, Stage 3",Survey (FNDDS)
2344853,"Baby Toddler fruit and vegetables, with grain",Survey (FNDDS)
2344854,"Baby Toddler fruit and vegetables, with yogurt",Survey (FNDDS)
2344855,"Baby Toddler fruit, vegetables, and meat",Survey (FNDDS)
2344856,Baby Toddler fruit and meat,Survey (FNDDS)
2344857,"Baby Toddler apples, Stage 1",Survey (FNDDS)
2344858,"Baby Toddler apples, Stage 2",Survey (FNDDS)
2344859,"Baby Toddler bananas, Stage 1",Survey (FNDDS)
2344860,"Baby Toddler bananas, Stage 2",Survey (FNDDS)
2344861,"Baby Toddler peaches, Stage 1",Survey (FNDDS)
2344862,"Baby Toddler peaches, Stage 2",Survey (FNDDS)
2344863,"Baby Toddler pears, Stage 1",Survey (FNDDS)
2344864,"Baby Toddler pears, Stage 2",Survey (FNDDS)
2344865,Baby Toddler prunes,Survey (FNDDS)
2344866,Baby Toddler mangoes,Survey (FNDDS)
2344867,"Baby Toddler juice, NFS",Survey (FNDDS)
2344868,"Baby Toddler juice, apple",Survey (FNDDS)
2344869,"Baby Toddler juice, grape",Survey (FNDDS)
2344870,"Baby Toddler juice, mixed fruit",Survey (FNDDS)
2344871,"Baby Toddler juice, pear",Survey (FNDDS)
2344872,"Baby Toddler juice, fruit and vegetable",Survey (FNDDS)
2344873,"Baby Toddler juice, fruit and yogurt blend",Survey (FNDDS)
2344874,Baby Toddler pudding,Survey (FNDDS)
2344875,Baby Toddler yogurt melts,Survey (FNDDS)
2344876,"Potato, NFS",Survey (FNDDS)
2344877,"Potato, baked, NFS",Survey (FNDDS)
2344878,"Potato, baked, peel not eaten",Survey (FNDDS)
2344879,"Potato, boiled, NFS",Survey (FNDDS)
2344880,"Potato, boiled, ready-to-heat",Survey (FNDDS)
2344881,"Potato, boiled, from fresh, peel not eaten, NS as to fat",Survey (FNDDS)
2344882,"Potato, boiled, from fresh, peel not eaten, no added fat",Survey (FNDDS)
2344883,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",Survey (FNDDS)
2344884,"Potato, boiled, from fresh, peel not eaten, made with oil",Survey (FNDDS)
2344885,"Potato, boiled, from fresh, peel not eaten, made with butter",Survey (FNDDS)
2344886,"Potato, boiled, from fresh, peel not eaten, made with margarine",Survey (FNDDS)
2344887,"Potato, boiled, from fresh, peel eaten, NS as to fat",Survey (FNDDS)
2344888,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",Survey (FNDDS)
2344889,"Potato, boiled, from fresh,  peel eaten, no added fat",Survey (FNDDS)
2344890,"Potato, boiled, from fresh, peel eaten, made with oil",Survey (FNDDS)
2344891,"Potato, boiled, from fresh, peel eaten, made with butter",Survey (FNDDS)
2344892,"Potato, boiled, from fresh, peel eaten, made with margarine",Survey (FNDDS)
2344893,"Potato, canned, NS as to fat",Survey (FNDDS)
2344894,"Potato, canned, fat added, NS as to fat type",Survey (FNDDS)
2344895,"Potato, canned, no added fat",Survey (FNDDS)
2344896,"Potato, roasted, NFS",Survey (FNDDS)
2344897,"Potato, roasted, from fresh, peel eaten, NS as to fat",Survey (FNDDS)
2344898,"Potato, roasted, from fresh, peel eaten, no added fat",Survey (FNDDS)
2344899,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",Survey (FNDDS)
2344900,"Potato, roasted, from fresh, peel eaten, made with oil",Survey (FNDDS)
2344901,"Potato, roasted, from fresh, peel eaten, made with butter",Survey (FNDDS)
2344902,"Potato, roasted, from fresh, peel eaten, made with margarine",Survey (FNDDS)
2344903,"Potato, roasted, from fresh, peel not eaten, NS as to fat",Survey (FNDDS)
2344904,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",Survey (FNDDS)
2344905,"Potato, roasted, from fresh, peel not eaten, no added fat",Survey (FNDDS)
2344906,"Potato, roasted, from fresh, peel not eaten, made with oil",Survey (FNDDS)
2344907,"Potato, roasted, from fresh, peel not eaten, made with butter",Survey (FNDDS)
2344908,"Potato, roasted, from fresh, peel not eaten, made with margarine",Survey (FNDDS)
2344909,"Potato, roasted, ready-to-heat",Survey (FNDDS)
2344910,"Stewed potatoes, Puerto Rican style",Survey (FNDDS)
2344911,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",Survey (FNDDS)
2344912,"Potato from Puerto Rican style stuffed pot roast, with gravy",Survey (FNDDS)
2344913,"Potato from Puerto Rican beef stew, with gravy",Survey (FNDDS)
2344914,"Potato from Puerto Rican chicken fricassee, with sauce",Survey (FNDDS)
2344915,"Potato chips, NFS",Survey (FNDDS)
2344916,"Potato chips, plain",Survey (FNDDS)
2344917,"Potato chips, barbecue flavored",Survey (FNDDS)
2344918,"Potato chips, sour cream and onion flavored",Survey (FNDDS)
2344919,"Potato chips, cheese flavored",Survey (FNDDS)
2344920,"Potato chips, other flavored",Survey (FNDDS)
2344921,"Potato chips, ruffled, plain",Survey (FNDDS)
2344922,"Potato chips, ruffled, barbecue flavored",Survey (FNDDS)
2344923,"Potato chips, ruffled, sour cream and onion flavored",Survey (FNDDS)
2344924,"Potato chips, ruffled, cheese flavored",Survey (FNDDS)
2344925,"Potato chips, ruffled, other flavored",Survey (FNDDS)
2344926,"Potato chips, restructured, plain",Survey (FNDDS)
2344927,"Potato chips, restructured, flavored",Survey (FNDDS)
2344928,"Potato chips, baked, plain",Survey (FNDDS)
2344929,"Potato chips, baked, flavored",Survey (FNDDS)
2344930,"Potato chips, reduced fat",Survey (FNDDS)
2344931,"Potato chips, restructured, reduced fat, lightly salted",Survey (FNDDS)
2344932,"Potato chips, unsalted",Survey (FNDDS)
2344933,"Potato chips, lightly salted",Survey (FNDDS)
2344934,"Potato chips, restructured, lightly salted",Survey (FNDDS)
2344935,"Potato chips, popped, plain",Survey (FNDDS)
2344936,"Potato chips, popped, flavored",Survey (FNDDS)
2344937,"Potato chips, popped, NFS",Survey (FNDDS)
2344938,"Potato sticks, plain",Survey (FNDDS)
2344939,"Potato sticks, flavored",Survey (FNDDS)
2344940,"Potato sticks, fry shaped",Survey (FNDDS)
2344941,Vegetable chips,Survey (FNDDS)
2344942,"Potato, scalloped, NFS",Survey (FNDDS)
2344943,"Potato, scalloped, from fast food or restaurant",Survey (FNDDS)
2344944,"Potato, scalloped, from fresh",Survey (FNDDS)
2344945,"Potato, scalloped, from fresh, with meat",Survey (FNDDS)
2344946,"Potato, scalloped, from dry mix",Survey (FNDDS)
2344947,"Potato, scalloped, from dry mix, with meat",Survey (FNDDS)
2344948,"Potato, scalloped, ready-to-heat",Survey (FNDDS)
2344949,"Potato, scalloped, ready-to-heat, with meat",Survey (FNDDS)
2344950,"Potato, french fries, NFS",Survey (FNDDS)
2344951,"Potato, french fries, NS as to fresh or frozen",Survey (FNDDS)
2344952,"Potato, french fries, from fresh, fried",Survey (FNDDS)
2344953,"Potato, french fries, from fresh, baked",Survey (FNDDS)
2344954,"Potato, french fries, from frozen, baked",Survey (FNDDS)
2344955,"Potato, french fries, fast food",Survey (FNDDS)
2344956,"Potato, french fries, restaurant",Survey (FNDDS)
2344957,"Potato, french fries, from frozen, fried",Survey (FNDDS)
2344958,"Potato, french fries, school",Survey (FNDDS)
2344959,"Potato, french fries, with cheese, fast food / restaurant",Survey (FNDDS)
2344960,"Potato, french fries, with cheese, school",Survey (FNDDS)
2344961,"Potato, french fries, with chili, fast food / restaurant",Survey (FNDDS)
2344962,"Potato, french fries, with chili and cheese, fast food / restaurant",Survey (FNDDS)
2344963,"Potato, french fries, with cheese",Survey (FNDDS)
2344964,"Potato, french fries, with chili and cheese",Survey (FNDDS)
2344965,"Potato, french fries, with chili",Survey (FNDDS)
2344966,"Potato, home fries, NFS",Survey (FNDDS)
2344967,"Potato, home fries, from restaurant / fast food",Survey (FNDDS)
2344968,"Potato, home fries, from fresh",Survey (FNDDS)
2344969,"Potato, home fries, ready-to-heat",Survey (FNDDS)
2344970,"Potato, home fries, with vegetables",Survey (FNDDS)
2344971,"Potato, hash brown, NFS",Survey (FNDDS)
2344972,"Potato, hash brown, from fast food",Survey (FNDDS)
2344973,"Potato, hash brown, from fast food, with cheese",Survey (FNDDS)
2344974,"Potato, hash brown, from restaurant",Survey (FNDDS)
2344975,"Potato, hash brown, from restaurant, with cheese",Survey (FNDDS)
2344976,"Potato, hash brown, from school lunch",Survey (FNDDS)
2344977,"Potato, hash brown, from fresh",Survey (FNDDS)
2344978,"Potato, hash brown, from fresh, with cheese",Survey (FNDDS)
2344979,"Potato, hash brown, from dry mix",Survey (FNDDS)
2344980,"Potato, hash brown, ready-to-heat",Survey (FNDDS)
2344981,"Potato, hash brown, ready-to-heat, with cheese",Survey (FNDDS)
2344982,Potato skins without topping,Survey (FNDDS)
2344983,"Potato skins, with cheese",Survey (FNDDS)
2344984,"Potato skins, with cheese and bacon",Survey (FNDDS)
2344985,"Potato skins, NFS",Survey (FNDDS)
2344986,"Potato, mashed, NFS",Survey (FNDDS)
2344987,"Potato, mashed, from fast food",Survey (FNDDS)
2344988,"Potato, mashed, from fast food, with gravy",Survey (FNDDS)
2344989,"Potato, mashed, ready-to-heat",Survey (FNDDS)
2344990,"Potato, mashed, from fresh, made with milk",Survey (FNDDS)
2344991,"Potato, mashed, from fresh, made with milk, with cheese",Survey (FNDDS)
2344992,"Potato, mashed, from fresh, made with milk, with gravy",Survey (FNDDS)
2344993,"Potato, mashed, from fresh, NFS",Survey (FNDDS)
2344994,"Potato, mashed, from restaurant",Survey (FNDDS)
2344995,"Potato, mashed, from restaurant, with gravy",Survey (FNDDS)
2344996,"Potato, mashed, from school lunch",Survey (FNDDS)
2344997,"Potato, mashed, from dry mix, NFS",Survey (FNDDS)
2344998,"Potato, mashed, from dry mix, made with milk",Survey (FNDDS)
2344999,"Potato, mashed, from dry mix, made with milk, with cheese",Survey (FNDDS)
2345000,"Potato, mashed, from dry mix, made with milk, with gravy",Survey (FNDDS)
2345001,"Potato, mashed, ready-to-heat, NFS",Survey (FNDDS)
2345002,"Potato, mashed, ready-to-heat, with cheese",Survey (FNDDS)
2345003,"Potato, mashed, ready-to-heat, with gravy",Survey (FNDDS)
2345004,Potato patty,Survey (FNDDS)
2345005,"Potato tots, NFS",Survey (FNDDS)
2345006,"Potato tots, fast food / restaurant",Survey (FNDDS)
2345007,"Potato tots, school",Survey (FNDDS)
2345008,"Potato tots, from fresh, fried or baked",Survey (FNDDS)
2345009,"Potato tots, frozen, baked",Survey (FNDDS)
2345010,"Potato tots, frozen, fried",Survey (FNDDS)
2345011,"Potato tots, frozen, NS as to fried or baked",Survey (FNDDS)
2345012,"Potato, baked, peel not eaten, with butter",Survey (FNDDS)
2345013,"Potato, baked, peel not eaten, with sour cream",Survey (FNDDS)
2345014,"Potato, baked, peel not eaten, with cheese",Survey (FNDDS)
2345015,"Potato, baked, peel not eaten, with meat",Survey (FNDDS)
2345016,"Potato, baked, peel not eaten, with chili",Survey (FNDDS)
2345017,"Potato, baked, peel not eaten, with vegetables",Survey (FNDDS)
2345018,"Potato, baked, peel eaten",Survey (FNDDS)
2345019,"Potato, baked, peel eaten, with butter",Survey (FNDDS)
2345020,"Potato, baked, peel eaten, with sour cream",Survey (FNDDS)
2345021,"Potato, baked, peel eaten, with cheese",Survey (FNDDS)
2345022,"Potato, baked, peel eaten, with meat",Survey (FNDDS)
2345023,"Potato, baked, peel eaten, with chili",Survey (FNDDS)
2345024,"Potato, baked, peel eaten, with vegetables",Survey (FNDDS)
2345025,"Potato salad with egg, from restaurant",Survey (FNDDS)
2345026,"Potato salad with egg, made with mayonnaise",Survey (FNDDS)
2345027,"Potato salad with egg, made with light mayonnaise",Survey (FNDDS)
2345028,"Potato salad with egg, made with mayonnaise-type salad dressing",Survey (FNDDS)
2345029,"Potato salad with egg, made with light mayonnaise-type salad dressing",Survey (FNDDS)
2345030,"Potato salad with egg, made with creamy dressing",Survey (FNDDS)
2345031,"Potato salad with egg, made with light creamy dressing",Survey (FNDDS)
2345032,"Potato salad with egg, made with Italian dressing",Survey (FNDDS)
2345033,"Potato salad with egg, made with light Italian dressing",Survey (FNDDS)
2345034,"Potato salad with egg, made with any type of fat free dressing",Survey (FNDDS)
2345035,"Potato salad, German style",Survey (FNDDS)
2345036,"Potato salad, from restaurant",Survey (FNDDS)
2345037,"Potato salad, made with mayonnaise",Survey (FNDDS)
2345038,"Potato salad, made with light mayonnaise",Survey (FNDDS)
2345039,"Potato salad, made with mayonnaise-type salad dressing",Survey (FNDDS)
2345040,"Potato salad, made with light mayonnaise-type salad dressing",Survey (FNDDS)
2345041,"Potato salad, made with creamy dressing",Survey (FNDDS)
2345042,"Potato salad, made with light creamy dressing",Survey (FNDDS)
2345043,"Potato salad, made with Italian dressing",Survey (FNDDS)
2345044,"Potato salad, made with light Italian dressing",Survey (FNDDS)
2345045,"Potato salad, made with any type of fat free dressing",Survey (FNDDS)
2345046,Potato pancake,Survey (FNDDS)
2345047,Lefse,Survey (FNDDS)
2345048,Stewed potatoes,Survey (FNDDS)
2345049,Stewed potatoes with tomatoes,Survey (FNDDS)
2345050,"Potato soup, NS as to made with milk or water",Survey (FNDDS)
2345051,"Potato soup, cream of, prepared with milk",Survey (FNDDS)
2345052,"Potato soup, prepared with water",Survey (FNDDS)
2345053,Potato and cheese soup,Survey (FNDDS)
2345054,Potato chowder,Survey (FNDDS)
2345055,"Plantain soup, Puerto Rican style",Survey (FNDDS)
2345056,"Plantain, cooked, no added fat",Survey (FNDDS)
2345057,"Plantain, cooked with oil",Survey (FNDDS)
2345058,"Ripe plantain, raw",Survey (FNDDS)
2345059,"Plantain, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345060,"Plantain, cooked with butter or margarine",Survey (FNDDS)
2345061,Plantain chips,Survey (FNDDS)
2345062,"Green banana, cooked in salt water",Survey (FNDDS)
2345063,"Green banana, fried",Survey (FNDDS)
2345064,"Cassava, cooked",Survey (FNDDS)
2345065,Yuca fries,Survey (FNDDS)
2345066,"Casabe, cassava bread",Survey (FNDDS)
2345067,"Dasheen, cooked",Survey (FNDDS)
2345068,"Taro, cooked",Survey (FNDDS)
2345069,Fufu,Survey (FNDDS)
2345070,Taro chips,Survey (FNDDS)
2345071,"Beet greens, raw",Survey (FNDDS)
2345072,"Beet greens, cooked",Survey (FNDDS)
2345073,"Broccoli raab, raw",Survey (FNDDS)
2345074,"Broccoli raab, cooked",Survey (FNDDS)
2345075,"Chard, raw",Survey (FNDDS)
2345076,"Chard, cooked",Survey (FNDDS)
2345077,"Collards, raw",Survey (FNDDS)
2345078,"Collards, fresh, cooked, no added fat",Survey (FNDDS)
2345079,"Collards, frozen, cooked, no added fat",Survey (FNDDS)
2345080,"Collards, canned, cooked, no added fat",Survey (FNDDS)
2345081,"Collards, NS as to form, cooked",Survey (FNDDS)
2345082,"Collards, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345083,"Collards, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345084,"Collards, fresh, cooked with oil",Survey (FNDDS)
2345085,"Collards, fresh, cooked with butter or margarine",Survey (FNDDS)
2345086,"Collards, frozen, cooked with oil",Survey (FNDDS)
2345087,"Collards, frozen, cooked with butter or margarine",Survey (FNDDS)
2345088,"Collards, canned, cooked with oil",Survey (FNDDS)
2345089,"Collards, canned, cooked with butter or margarine",Survey (FNDDS)
2345090,"Cress, raw",Survey (FNDDS)
2345091,"Cress, cooked",Survey (FNDDS)
2345092,"Dandelion greens, raw",Survey (FNDDS)
2345093,"Dandelion greens, cooked",Survey (FNDDS)
2345094,"Romaine lettuce, raw",Survey (FNDDS)
2345095,"Caesar salad, with romaine, no dressing",Survey (FNDDS)
2345096,"Escarole, cooked",Survey (FNDDS)
2345097,"Greens, fresh, cooked, no added fat",Survey (FNDDS)
2345098,"Greens, frozen, cooked, no added fat",Survey (FNDDS)
2345099,"Greens, NS as to form, cooked",Survey (FNDDS)
2345100,"Greens, fresh, cooked, fat added",Survey (FNDDS)
2345101,"Greens, frozen, cooked, fat added",Survey (FNDDS)
2345102,"Greens, canned, cooked, fat added",Survey (FNDDS)
2345103,"Kale, raw",Survey (FNDDS)
2345104,"Kale, fresh, cooked, no added fat",Survey (FNDDS)
2345105,"Kale, frozen, cooked, no added fat",Survey (FNDDS)
2345106,"Kale, canned, cooked, no added fat",Survey (FNDDS)
2345107,"Kale, NS as to form, cooked",Survey (FNDDS)
2345108,"Kale, fresh, cooked, fat added",Survey (FNDDS)
2345109,"Kale, frozen, cooked, fat added",Survey (FNDDS)
2345110,"Lambsquarter, cooked",Survey (FNDDS)
2345111,"Mustard greens, raw",Survey (FNDDS)
2345112,"Mustard greens, fresh, cooked, no added fat",Survey (FNDDS)
2345113,"Mustard greens, frozen, cooked, no added fat",Survey (FNDDS)
2345114,"Mustard greens, canned, cooked, no added fat",Survey (FNDDS)
2345115,"Mustard greens, NS as to form, cooked",Survey (FNDDS)
2345116,"Mustard greens, fresh, cooked, fat added",Survey (FNDDS)
2345117,"Mustard greens, frozen, cooked, fat added",Survey (FNDDS)
2345118,"Poke greens, cooked",Survey (FNDDS)
2345119,"Radicchio, raw",Survey (FNDDS)
2345120,"Spinach, raw",Survey (FNDDS)
2345121,"Spinach, fresh, cooked, no added fat",Survey (FNDDS)
2345122,"Spinach, frozen, cooked, no added fat",Survey (FNDDS)
2345123,"Spinach, canned, cooked, no added fat",Survey (FNDDS)
2345124,"Spinach, fresh, cooked with oil",Survey (FNDDS)
2345125,"Spinach, fresh, cooked with butter or margarine",Survey (FNDDS)
2345126,"Spinach, NS as to form, cooked",Survey (FNDDS)
2345127,"Spinach, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345128,"Spinach, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345129,"Spinach, canned, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345130,"Spinach, frozen, cooked with oil",Survey (FNDDS)
2345131,"Spinach, frozen, cooked with butter or margarine",Survey (FNDDS)
2345132,"Spinach, canned, cooked with oil",Survey (FNDDS)
2345133,"Spinach, canned, cooked with butter or margarine",Survey (FNDDS)
2345134,"Spinach, creamed",Survey (FNDDS)
2345135,Spinach souffle,Survey (FNDDS)
2345136,Spinach and cheese casserole,Survey (FNDDS)
2345137,Palak Paneer,Survey (FNDDS)
2345138,Channa Saag,Survey (FNDDS)
2345139,"Taro leaves, cooked",Survey (FNDDS)
2345140,"Turnip greens, fresh, cooked, no added fat",Survey (FNDDS)
2345141,"Turnip greens, frozen, cooked, no added fat",Survey (FNDDS)
2345142,"Turnip greens, canned, cooked, no added fat",Survey (FNDDS)
2345143,"Turrnip greens, NS as to form, cooked",Survey (FNDDS)
2345144,"Turnip greens, fresh, cooked, fat added",Survey (FNDDS)
2345145,"Turnip greens, frozen, cooked, fat added",Survey (FNDDS)
2345146,"Turnip greens, canned, cooked, fat added",Survey (FNDDS)
2345147,"Watercress, raw",Survey (FNDDS)
2345148,"Watercress, cooked",Survey (FNDDS)
2345149,"Bitter melon, horseradish, jute, or radish leaves, cooked",Survey (FNDDS)
2345150,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",Survey (FNDDS)
2345151,"Broccoli, raw",Survey (FNDDS)
2345152,"Broccoli, cooked, from restaurant",Survey (FNDDS)
2345153,"Broccoli, fresh, cooked, no added fat",Survey (FNDDS)
2345154,"Broccoli, frozen, cooked, no added fat",Survey (FNDDS)
2345155,"Broccoli, NS as to form, cooked",Survey (FNDDS)
2345156,"Broccoli, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345157,"Broccoli, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345158,"Broccoli, fresh, cooked with oil",Survey (FNDDS)
2345159,"Broccoli, fresh, cooked with butter or margarine",Survey (FNDDS)
2345160,"Broccoli, frozen, cooked with oil",Survey (FNDDS)
2345161,"Broccoli, frozen, cooked with butter or margarine",Survey (FNDDS)
2345162,Broccoli casserole with noodles,Survey (FNDDS)
2345163,Broccoli casserole with rice,Survey (FNDDS)
2345164,Fried broccoli,Survey (FNDDS)
2345165,"Broccoli, chinese, raw",Survey (FNDDS)
2345166,"Broccoli, Chinese, cooked",Survey (FNDDS)
2345167,"Broccoli soup, prepared with milk, home recipe, canned or ready-to-serve",Survey (FNDDS)
2345168,"Broccoli soup, prepared with water, home recipe, canned, or ready-to-serve",Survey (FNDDS)
2345169,"Broccoli cheese soup, prepared with milk, home recipe, canned, or ready-to-serve",Survey (FNDDS)
2345170,Spinach soup,Survey (FNDDS)
2345171,"Dark-green leafy vegetable soup with meat, Asian style",Survey (FNDDS)
2345172,"Dark-green leafy vegetable soup, meatless, Asian style",Survey (FNDDS)
2345173,"Carrots, raw",Survey (FNDDS)
2345174,"Carrots, raw, salad",Survey (FNDDS)
2345175,"Carrots, raw, salad with apples",Survey (FNDDS)
2345176,"Carrots, cooked, from restaurant",Survey (FNDDS)
2345177,"Carrots, fresh, cooked, no added fat",Survey (FNDDS)
2345178,"Carrots, frozen, cooked, no added fat",Survey (FNDDS)
2345179,"Carrots, canned, cooked, no added fat",Survey (FNDDS)
2345180,"Carrots, fresh, cooked with oil",Survey (FNDDS)
2345181,"Carrots, fresh, cooked with butter or margarine",Survey (FNDDS)
2345182,"Carrots, NS as to form, cooked",Survey (FNDDS)
2345183,"Carrots, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345184,"Carrots, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345185,"Carrots, canned, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345186,"Carrots, frozen, cooked with oil",Survey (FNDDS)
2345187,"Carrots, frozen, cooked with butter or margarine",Survey (FNDDS)
2345188,"Carrots, canned, cooked with oil",Survey (FNDDS)
2345189,"Carrots, canned, cooked with butter or margarine",Survey (FNDDS)
2345190,"Carrots, glazed, cooked",Survey (FNDDS)
2345191,"Carrots, canned, reduced sodium, cooked, no added fat",Survey (FNDDS)
2345192,"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345193,"Carrots, canned, reduced sodium, cooked with oil",Survey (FNDDS)
2345194,"Carrots, canned, reduced sodium, cooked with butter or margarine",Survey (FNDDS)
2345195,Beet juice,Survey (FNDDS)
2345196,"Carrot juice, 100%",Survey (FNDDS)
2345197,"Peas and carrots, fresh, cooked, no added fat",Survey (FNDDS)
2345198,"Peas and carrots, frozen, cooked, no added fat",Survey (FNDDS)
2345199,"Peas and carrots, canned, cooked, no added fat",Survey (FNDDS)
2345200,"Peas and carrots, cooked, NS as to form",Survey (FNDDS)
2345201,"Peas and carrots, fresh, cooked, fat added",Survey (FNDDS)
2345202,"Peas and carrots, frozen, cooked, fat added",Survey (FNDDS)
2345203,"Peas and carrots, canned, cooked, fat added",Survey (FNDDS)
2345204,"Pumpkin, canned, cooked",Survey (FNDDS)
2345205,"Pumpkin, cooked",Survey (FNDDS)
2345206,"Winter squash, raw",Survey (FNDDS)
2345207,"Winter squash, cooked, no added fat",Survey (FNDDS)
2345208,"Winter squash, cooked, fat added",Survey (FNDDS)
2345209,"Squash, winter, souffle",Survey (FNDDS)
2345210,"Sweet potato, NFS",Survey (FNDDS)
2345211,"Sweet potato, baked, NS as to fat",Survey (FNDDS)
2345212,"Sweet potato, baked, no added fat",Survey (FNDDS)
2345213,"Sweet potato, baked, fat added",Survey (FNDDS)
2345214,"Sweet potato, boiled, NS as to fat",Survey (FNDDS)
2345215,"Sweet potato, boiled, no added fat",Survey (FNDDS)
2345216,"Sweet potato, boiled, fat added",Survey (FNDDS)
2345217,"Sweet potato, candied",Survey (FNDDS)
2345218,"Sweet potato, canned, NS as to fat",Survey (FNDDS)
2345219,"Sweet potato, canned, no added fat",Survey (FNDDS)
2345220,"Sweet potato, canned, fat added",Survey (FNDDS)
2345221,"Sweet potato, casserole or mashed",Survey (FNDDS)
2345222,"Sweet potato fries, NFS",Survey (FNDDS)
2345223,Sweet potato chips,Survey (FNDDS)
2345224,"Sweet potato fries, frozen",Survey (FNDDS)
2345225,"Sweet potato fries, from fresh",Survey (FNDDS)
2345226,"Sweet potato fries, fast food / restaurant",Survey (FNDDS)
2345227,"Sweet potato fries, school",Survey (FNDDS)
2345228,Sweet potato tots,Survey (FNDDS)
2345229,"Sweet potato tots, fast food / restaurant",Survey (FNDDS)
2345230,"Sweet potato tots, school",Survey (FNDDS)
2345231,"Squash, winter type, soup, home recipe, canned, or ready-to-serve",Survey (FNDDS)
2345232,"Tomatoes, raw",Survey (FNDDS)
2345233,"Tomatoes, NS as to form, cooked",Survey (FNDDS)
2345234,"Tomatoes, fresh, cooked",Survey (FNDDS)
2345235,"Tomatoes, canned, cooked",Survey (FNDDS)
2345236,"Tomatoes, scalloped",Survey (FNDDS)
2345237,"Tomatoes, canned, reduced sodium, cooked",Survey (FNDDS)
2345238,Fried green tomatoes,Survey (FNDDS)
2345239,"Tomato, green, pickled",Survey (FNDDS)
2345240,Sun-dried tomatoes,Survey (FNDDS)
2345241,"Tomato juice, 100%",Survey (FNDDS)
2345242,"Tomato juice, 100%, low sodium",Survey (FNDDS)
2345243,Tomato juice cocktail,Survey (FNDDS)
2345244,"Tomato and vegetable juice, 100%",Survey (FNDDS)
2345245,"Tomato and vegetable juice, 100%, low sodium",Survey (FNDDS)
2345246,Ketchup,Survey (FNDDS)
2345247,"Ketchup, reduced sodium",Survey (FNDDS)
2345248,Tomato chili sauce,Survey (FNDDS)
2345249,"Salsa, NFS",Survey (FNDDS)
2345250,"Salsa, pico de gallo",Survey (FNDDS)
2345251,"Salsa, red",Survey (FNDDS)
2345252,"Salsa, red, homemade",Survey (FNDDS)
2345253,Taco sauce,Survey (FNDDS)
2345254,"Enchilada sauce, red",Survey (FNDDS)
2345255,"Enchilada sauce, green",Survey (FNDDS)
2345256,"Salsa verde or salsa, green",Survey (FNDDS)
2345257,Hot Thai sauce,Survey (FNDDS)
2345258,Spaghetti sauce,Survey (FNDDS)
2345259,Spaghetti sauce with added vegetables,Survey (FNDDS)
2345260,"Spaghetti sauce, reduced sodium",Survey (FNDDS)
2345261,"Spaghetti sauce, fat free",Survey (FNDDS)
2345262,Vodka sauce with tomatoes and cream,Survey (FNDDS)
2345263,Barbecue sauce,Survey (FNDDS)
2345264,Buffalo sauce,Survey (FNDDS)
2345265,Steak sauce,Survey (FNDDS)
2345266,Cocktail sauce,Survey (FNDDS)
2345267,Puerto Rican seasoning with ham,Survey (FNDDS)
2345268,Puerto Rican seasoning with ham and tomato sauce,Survey (FNDDS)
2345269,Puerto Rican seasoning without ham and tomato sauce,Survey (FNDDS)
2345270,Tomato aspic,Survey (FNDDS)
2345271,"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar",Survey (FNDDS)
