foodId,nutrientId,amount
325198,1178,1.45
325198,1089,0.48
325198,1090,25.1
325198,1091,540.0
325198,1093,1660.0
325198,1101,0.038
325198,1112,7.5
325198,1114,7.5
325198,1008,365.678776290631
325198,1185,3.2
325198,1106,300.0
325198,1183,10.3
325198,1004,30.6
325198,1005,5.27
325198,1063,2.63
325287,1162,39.4
325287,1003,0.55
325287,1008,37.523900573613766
325287,1079,0.2
325287,1089,0.07
325287,1090,9.6
325287,1091,17.0
325287,1093,1.0
325287,1101,0.02
325287,1109,0.22
325287,1004,0.7
325287,1005,7.59
325287,1051,90.9
325287,1087,16.0
325287,1092,141.0
325287,1095,0.04
325287,1063,7.72
325430,1005,10.1
325430,1008,42.0
325430,1092,122.0
325430,1093,13.0
325430,1162,4.1
325430,1185,3.0
325430,1101,0.026
325430,1079,1.5
325430,1089,0.34
325430,1090,8.0
325430,1091,22.0
325430,1106,24.0
325430,1003,0.91
325430,1004,0.27
325430,1051,88.3
325430,1087,4.0
325430,1175,0.025
325430,1095,0.23
325430,1063,8.39
325524,1079,10.3
325524,1185,1.2
325524,1109,19.6
325524,1106,1.0
325524,1093,532.0
325524,1292,33.4
325524,1293,13.0
325524,1175,0.76
325524,1004,56.1
325524,1005,17.1
325524,1008,612.0
325524,1051,1.5
325524,1087,78.0
325524,1092,689.0
325524,1095,6.0
325524,1258,5.36
325524,1101,2.89
325524,1089,5.21
325524,1090,358.0
325524,1091,750.0
325524,1003,21.0
325524,1184,1.4
325524,1063,3.14
325524,1257,0.297
325871,1175,0.092
325871,1292,0.717
325871,1293,1.87
325871,1257,0.035
325871,1258,0.821
325871,1079,2.3
325871,1004,3.59
325871,1005,49.2
325871,1008,270.0
325871,1051,35.7
325871,1087,211.0
325871,1092,117.0
325871,1095,0.88
325871,1003,9.43
325871,1089,3.36
325871,1090,26.9
325871,1091,113.0
325871,1093,477.0
325871,1101,0.632
325871,1063,5.34
326196,1004,1.21
326196,1005,5.3
326196,1008,36.0
326196,1087,150.0
326196,1092,144.0
326196,1095,0.27
326196,1109,1.61
326196,1051,89.8
326196,1175,0.063
326196,1003,2.94
326196,1089,0.84
326196,1090,25.0
326196,1091,42.0
326196,1093,16.0
326196,1101,0.542
326196,1106,146.0
326196,1185,418.0
326196,1162,17.8
326196,1063,1.12
326698,1095,0.64
326698,1109,0.35
326698,1003,4.25
326698,1162,0.4
326698,1106,4.0
326698,1008,60.70745697896749
326698,1079,4.3
326698,1089,1.59
326698,1090,47.7
326698,1091,108.0
326698,1093,1100.0
326698,1101,0.42
326698,1185,1.5
326698,1257,0.01
326698,1258,0.252
326698,1004,3.38
326698,1005,5.3
326698,1087,63.0
326698,1092,150.0
326698,1051,83.7
326698,1175,0.069
326698,1292,2.59
326698,1293,0.903
326698,1063,1.42
327046,1004,0.44
327046,1051,83.9
327046,1087,35.0
327046,1089,0.24
327046,1090,15.7
327046,1101,0.064
327046,1091,34.0
327046,1092,198.0
327046,1093,5.0
327046,1095,0.14
327046,1162,74.7
327046,1185,40.3
327046,1079,3.0
327046,1175,0.061
327046,1109,1.3
327046,1063,8.99
327046,1003,1.06
327046,1005,12.0
327046,1106,4.0
327046,1008,58.0
327357,1092,131.0
327357,1093,13.0
327357,1162,2.9
327357,1008,38.95793499043977
327357,1005,9.18
327357,1004,0.28
327357,1051,89.0
327357,1087,2.0
327357,1175,0.025
327357,1095,0.21
327357,1109,0.61
327357,1106,21.0
327357,1079,1.5
327357,1089,0.3
327357,1090,8.8
327357,1091,26.0
327357,1101,0.047
327357,1003,1.06
327357,1185,2.0
327357,1063,7.89
328637,1293,1.18
328637,1051,36.6
328637,1087,707.0
328637,1092,77.0
328637,1095,3.67
328637,1005,2.44
328637,1008,408.0
328637,1003,23.3
328637,1091,458.0
328637,1106,316.0
328637,1183,9.3
328637,1175,0.069
328637,1004,34.0
328637,1109,0.75
328637,1253,100.0
328637,1258,19.2
328637,1178,1.06
328637,1185,2.4
328637,1101,0.026
328637,1093,654.0
328637,1089,0.16
328637,1090,26.8
328637,1292,7.44
328637,1063,0.33
328637,1257,1.14
328841,1106,69.0
328841,1051,81.1
328841,1004,2.3
328841,1005,4.31
328841,1008,84.0
328841,1175,0.057
328841,1087,103.0
328841,1092,120.0
328841,1095,0.61
328841,1109,0.08
328841,1292,0.469
328841,1293,0.072
328841,1003,11.0
328841,1253,12.0
328841,1257,0.069
328841,1258,1.26
328841,1178,0.42
328841,1089,0.13
328841,1090,8.9
328841,1091,148.0
328841,1093,321.0
328841,1101,0.015
328841,1063,4.1
329370,1185,1.3
329370,1106,203.0
329370,1183,5.4
329370,1090,27.2
329370,1178,1.65
329370,1091,533.0
329370,1093,699.0
329370,1101,0.035
329370,1008,296.36711281070745
329370,1089,0.2
329370,1003,23.7
329370,1258,11.7
329370,1253,65.0
329370,1051,47.7
329370,1004,20.4
329370,1005,4.44
329370,1087,693.0
329370,1092,116.0
329370,1095,3.62
329370,1109,0.51
329370,1175,0.09
329370,1292,4.65
329370,1293,0.744
329370,1257,0.705
329370,1063,1.81
329490,1092,468.0
329490,1095,5.02
329490,1091,770.0
329490,1089,6.97
329490,1003,48.1
329490,1093,485.0
329490,1004,39.8
329490,1005,1.87
329490,1051,4.07
329490,1087,220.0
329490,1008,576.0038240917783
329490,1112,9.7
329490,1114,9.7
329490,1110,388.0
329490,1253,1700.0
329490,1090,44.6
329596,1092,102.0
329596,1095,2.93
329596,1101,0.068
329596,1090,11.2
329596,1091,443.0
329596,1051,56.1
329596,1004,25.1
329596,1005,0.59
329596,1087,119.0
329596,1003,15.6
329596,1093,66.0
329596,1089,4.13
329596,1110,231.0
329596,1008,296.0
329596,1112,5.8
329596,1114,5.8
329596,1253,1000.0
329716,1090,26.0
329716,1091,982.0
329716,1092,231.0
329716,1095,7.11
329716,1087,270.0
329716,1051,3.64
329716,1004,55.5
329716,1005,1.07
329716,1003,34.2
329716,1093,149.0
329716,1089,9.28
329716,1110,628.0
329716,1008,654.0
329716,1112,15.7
329716,1114,15.7
329716,1253,2340.0
330137,1090,10.7
330137,1178,0.7
330137,1089,0.07
330137,1003,10.3
330137,1008,61.185468451242826
330137,1253,5.0
330137,1257,0.005
330137,1258,0.108
330137,1091,136.0
330137,1093,36.0
330137,1101,0.009
330137,1106,1.0
330137,1292,0.043
330137,1293,0.011
330137,1004,0.37
330137,1005,3.64
330137,1051,85.0
330137,1087,111.0
330137,1092,141.0
330137,1095,0.53
330137,1109,0.01
330137,1175,0.064
330137,1063,3.27
330415,1004,0.15
330415,1005,12.2
330415,1008,83.0
330415,1051,79.0
330415,1087,97.0
330415,1092,133.0
330415,1095,0.46
330415,1110,40.0
330415,1175,0.05
330415,1292,0.029
330415,1293,0.021
330415,1003,8.06
330415,1079,0.6
330415,1089,0.09
330415,1090,10.4
330415,1091,113.0
330415,1093,32.0
330415,1101,0.034
330415,1112,1.0
330415,1114,1.0
330415,1162,0.2
330415,1178,0.45
330415,1253,4.0
330415,1257,0.002
330415,1258,0.103
330415,1063,11.5
330458,1185,0.6
330458,1257,0.028
330458,1258,82.5
330458,1089,0.05
330458,1008,831.7399617590822
330458,1004,99.1
330458,1109,0.11
330458,1051,0.03
330458,1087,1.0
330458,1095,0.02
330458,1292,6.31
330458,1293,1.7
330458,1005,0.84
331897,1253,127.0
331897,1257,0.03
331897,1258,1.6
331897,1003,23.9
331897,1008,155.83173996175907
331897,1089,0.94
331897,1090,22.4
331897,1091,184.0
331897,1093,117.0
331897,1101,0.018
331897,1106,7.0
331897,1112,0.1
331897,1114,0.1
331897,1178,0.41
331897,1004,5.95
331897,1051,69.9
331897,1087,12.0
331897,1092,239.0
331897,1095,2.54
331897,1109,0.17
331897,1110,2.0
331897,1175,0.372
331897,1292,2.35
331897,1293,1.24
331960,1175,0.921
331960,1004,3.24
331960,1008,166.0
331960,1051,65.3
331960,1087,6.0
331960,1092,343.0
331960,1095,0.96
331960,1109,0.33
331960,1292,1.26
331960,1293,0.766
331960,1178,0.2
331960,1253,116.0
331960,1257,0.013
331960,1258,1.01
331960,1003,32.1
331960,1089,0.49
331960,1090,32.0
331960,1091,241.0
331960,1093,47.0
331960,1101,0.012
332282,1090,18.5
332282,1091,34.0
332282,1079,1.8
332282,1095,0.2
332282,1087,27.0
332282,1092,319.0
332282,1051,87.4
332282,1004,1.48
332282,1005,8.05
332282,1008,45.0
332282,1292,0.376
332282,1293,0.504
332282,1257,0.005
332282,1258,0.17
332282,1089,0.78
332282,1106,32.0
332282,1093,419.0
332282,1101,0.137
332282,1003,1.41
332282,1063,5.5
332397,1257,0.01
332397,1258,1.12
332397,1008,105.87954110898661
332397,1089,0.58
332397,1090,18.8
332397,1091,261.0
332397,1093,1040.0
332397,1003,16.7
332397,1004,3.73
332397,1005,0.27
332397,1051,75.7
332397,1092,425.0
332397,1095,1.52
332397,1292,1.47
332397,1293,0.544
332397,1087,5.0
332791,1051,76.7
332791,1091,7.0
332791,1092,43.0
332791,1093,1620.0
332791,1095,0.09
332791,1101,0.047
332791,1087,121.0
332791,1089,0.31
332791,1090,12.4
332791,1004,12.9
332791,1079,4.0
332791,1185,16.6
332791,1109,3.78
332791,1003,1.15
332791,1005,4.32
332791,1258,2.3
332791,1292,8.86
332791,1293,0.661
332791,1106,25.0
332791,1008,130.0
333008,1004,14.3
333008,1051,8.85
333008,1087,29.0
333008,1089,2.28
333008,1090,32.4
333008,1101,0.755
333008,1091,111.0
333008,1092,245.0
333008,1093,314.0
333008,1095,0.62
333008,1079,3.3
333008,1109,2.69
333008,1185,17.1
333008,1175,0.07
333008,1063,34.8
333008,1003,5.79
333008,1005,67.9
333008,1257,0.04
333008,1258,4.78
333008,1292,4.0
333008,1293,4.89
333008,1008,430.0
333281,1087,30.0
333281,1089,0.57
333281,1090,9.8
333281,1101,0.068
333281,1091,18.0
333281,1092,198.0
333281,1093,125.0
333281,1095,0.12
333281,1051,94.6
333281,1004,0.5
333281,1063,2.99
333281,1003,0.84
333281,1005,3.32
333281,1008,18.0
333374,1292,0.057
333374,1293,0.163
333374,1175,0.281
333374,1087,11.0
333374,1092,286.0
333374,1095,0.32
333374,1109,0.45
333374,1110,18.0
333374,1004,0.45
333374,1008,74.0
333374,1051,83.4
333374,1112,0.5
333374,1114,0.5
333374,1178,1.83
333374,1003,16.3
333374,1089,0.17
333374,1090,21.1
333374,1091,227.0
333374,1093,213.0
333374,1101,0.011
333374,1253,54.0
333374,1257,0.004
333374,1258,0.093
333476,1008,56.0
333476,1051,86.7
333476,1004,0.41
333476,1292,0.073
333476,1293,0.182
333476,1175,0.069
333476,1087,15.0
333476,1092,160.0
333476,1095,0.31
333476,1109,0.49
333476,1110,8.0
333476,1178,1.63
333476,1112,0.2
333476,1114,0.2
333476,1003,12.3
333476,1089,0.22
333476,1090,16.1
333476,1091,284.0
333476,1093,333.0
333476,1101,0.011
333476,1253,46.0
333476,1257,0.016
333476,1258,0.128
333476,1106,3.0
334194,1175,0.32
334194,1110,47.0
334194,1087,18.0
334194,1092,176.0
334194,1095,0.66
334194,1004,0.94
334194,1008,90.0
334194,1051,79.0
334194,1292,0.114
334194,1293,0.259
334194,1112,1.2
334194,1114,1.2
334194,1178,2.57
334194,1253,36.0
334194,1257,0.002
334194,1258,0.224
334194,1003,19.0
334194,1089,1.67
334194,1090,22.7
334194,1091,137.0
334194,1093,219.0
334194,1101,0.019
334194,1005,0.08
334536,1257,0.009
334536,1090,9.7
334536,1292,0.588
334536,1293,1.13
334536,1087,11.0
334536,1092,69.0
334536,1095,0.69
334536,1004,3.19
334536,1005,32.5
334536,1008,174.0
334536,1051,59.3
334536,1101,0.428
334536,1106,22.0
334536,1091,44.0
334536,1093,361.0
334536,1258,0.493
334536,1003,3.84
334536,1089,0.46
334536,1063,0.62
334628,1003,7.38
334628,1008,173.9961759082218
334628,1079,2.4
334628,1089,0.87
334628,1090,26.2
334628,1091,120.0
334628,1093,473.0
334628,1101,0.186
334628,1106,12.0
334628,1253,20.0
334628,1257,0.058
334628,1258,2.69
334628,1178,0.12
334628,1185,5.1
334628,1004,9.04
334628,1005,15.8
334628,1051,66.0
334628,1175,0.132
334628,1087,75.0
334628,1092,152.0
334628,1095,1.2
334628,1109,0.53
334628,1183,2.8
334628,1292,3.2
334628,1293,2.03
334628,1063,0.46
334720,1003,5.59
334720,1008,229.20650095602295
334720,1079,5.8
334720,1089,1.46
334720,1090,53.6
334720,1091,144.0
334720,1093,305.0
334720,1101,0.344
334720,1185,7.4
334720,1257,0.057
334720,1258,2.19
334720,1004,9.01
334720,1005,31.5
334720,1051,52.2
334720,1087,51.0
334720,1092,305.0
334720,1095,0.94
334720,1109,0.36
334720,1175,0.172
334720,1183,0.8
334720,1292,2.95
334720,1293,2.88
334720,1063,1.3
335240,1004,3.55
335240,1005,43.1
335240,1008,254.0
335240,1051,38.7
335240,1087,163.0
335240,1092,250.0
335240,1095,1.76
335240,1109,2.82
335240,1175,0.216
335240,1292,0.616
335240,1293,1.61
335240,1003,12.3
335240,1079,6.0
335240,1089,2.56
335240,1090,76.6
335240,1091,212.0
335240,1093,450.0
335240,1101,2.18
335240,1257,0.022
335240,1258,0.732
335240,1063,4.41
746758,1004,6.36
746758,1008,176.0
746758,1051,65.7
746758,1087,13.0
746758,1092,352.0
746758,1095,3.7
746758,1175,0.67
746758,1292,2.26
746758,1293,0.472
746758,1003,27.7
746758,1089,3.04
746758,1090,13.7
746758,1091,259.0
746758,1093,54.0
746758,1101,0.008
746758,1178,4.21
746758,1253,85.0
746758,1257,0.359
746758,1258,2.47
746759,1175,0.575
746759,1292,2.71
746759,1293,0.364
746759,1004,6.39
746759,1008,155.0
746759,1051,69.9
746759,1087,15.0
746759,1092,282.0
746759,1095,3.76
746759,1109,0.25
746759,1003,22.8
746759,1089,1.9
746759,1090,11.3
746759,1091,206.0
746759,1093,45.0
746759,1101,0.002
746759,1253,58.0
746759,1257,0.306
746759,1258,2.56
746759,1178,1.72
746760,1003,23.4
746760,1008,122.37093690248565
746760,1089,1.37
746760,1090,11.4
746760,1091,222.0
746760,1093,50.0
746760,1101,0.002
746760,1178,2.06
746760,1253,62.0
746760,1257,0.129
746760,1258,0.953
746760,1004,2.48
746760,1051,73.7
746760,1087,13.0
746760,1092,312.0
746760,1095,3.38
746760,1175,0.638
746760,1292,0.951
746760,1293,0.192
746761,1004,2.41
746761,1008,123.0
746761,1051,73.3
746761,1087,13.0
746761,1092,316.0
746761,1095,3.54
746761,1109,0.21
746761,1175,0.626
746761,1292,0.886
746761,1293,0.208
746761,1003,23.7
746761,1089,2.34
746761,1090,11.9
746761,1091,220.0
746761,1093,55.0
746761,1101,0.003
746761,1178,1.62
746761,1253,63.0
746761,1257,0.125
746761,1258,0.924
746762,1004,5.32
746762,1175,0.751
746762,1292,1.9
746762,1087,19.0
746762,1092,266.0
746762,1095,3.52
746762,1008,145.0
746762,1051,71.4
746762,1003,22.7
746762,1089,2.26
746762,1090,10.7
746762,1091,200.0
746762,1093,43.0
746762,1101,0.003
746762,1178,1.98
746762,1253,57.0
746762,1257,0.28
746762,1258,2.07
746762,1293,0.259
746763,1003,27.3
746763,1008,219.40726577437857
746763,1089,3.53
746763,1090,20.0
746763,1091,211.0
746763,1093,67.0
746763,1101,0.003
746763,1178,1.88
746763,1253,80.0
746763,1257,0.594
746763,1258,4.68
746763,1292,4.67
746763,1293,0.514
746763,1051,60.3
746763,1087,19.0
746763,1092,283.0
746763,1095,4.69
746763,1175,0.753
746763,1004,11.4
746764,1175,0.088
746764,1087,33.0
746764,1092,210.0
746764,1095,0.28
746764,1004,0.47
746764,1051,90.1
746764,1079,3.2
746764,1089,0.43
746764,1090,10.8
746764,1091,31.0
746764,1093,66.0
746764,1101,0.143
746764,1003,0.81
746764,1162,2.2
746764,1185,15.0
746764,1109,0.69
746764,1005,7.92
746764,1008,37.0
746764,1293,0.163
746764,1063,4.2
746765,1003,24.5
746765,1008,325.0478011472275
746765,1089,0.18
746765,1090,26.7
746765,1091,475.0
746765,1093,1810.0
746765,1101,0.018
746765,1106,226.0
746765,1112,1.83
746765,1114,1.83
746765,1178,1.7
746765,1185,1.6
746765,1253,78.0
746765,1257,0.877
746765,1258,13.7
746765,1004,24.3
746765,1005,2.07
746765,1051,42.2
746765,1087,661.0
746765,1092,116.0
746765,1095,3.28
746765,1109,0.49
746765,1110,73.3
746765,1175,0.091
746765,1183,5.9
746765,1292,5.7
746765,1293,1.06
746765,1063,0.43
746766,1253,48.0
746766,1257,0.351
746766,1258,6.97
746766,1178,0.78
746766,1003,7.81
746766,1089,0.1
746766,1090,19.7
746766,1091,162.0
746766,1093,105.0
746766,1008,157.02676864244742
746766,1292,2.56
746766,1293,0.389
746766,1087,224.0
746766,1092,230.0
746766,1095,0.56
746766,1175,0.099
746766,1004,11.0
746766,1005,6.86
746766,1051,72.9
746766,1109,0.27
746766,1185,0.6
746766,1183,3.1
746766,1106,127.0
746767,1292,7.26
746767,1293,1.14
746767,1004,31.0
746767,1005,1.44
746767,1008,393.0
746767,1051,37.6
746767,1087,890.0
746767,1092,71.0
746767,1095,4.37
746767,1109,0.6
746767,1175,0.07
746767,1183,6.3
746767,1089,0.13
746767,1090,33.4
746767,1091,574.0
746767,1093,185.0
746767,1101,0.027
746767,1106,292.0
746767,1178,3.02
746767,1185,1.4
746767,1003,27.0
746767,1253,93.0
746767,1257,0.993
746767,1258,18.2
746768,1008,248.565965583174
746768,1005,63.9
746768,1003,3.3
746768,1162,1.2
746768,1079,9.8
746768,1089,2.03
746768,1090,67.6
746768,1091,67.0
746768,1093,10.0
746768,1101,0.51
746768,1185,15.6
746768,1004,0.92
746768,1051,30.0
746768,1087,162.0
746768,1092,680.0
746768,1095,0.66
746768,1109,0.36
746768,1175,0.106
746768,1063,47.9
746769,1106,436.0
746769,1005,3.24
746769,1008,17.0
746769,1162,4.6
746769,1004,0.26
746769,1175,0.078
746769,1051,94.7
746769,1087,35.0
746769,1092,253.0
746769,1095,0.25
746769,1109,0.14
746769,1101,0.127
746769,1185,102.0
746769,1079,1.8
746769,1089,0.95
746769,1090,13.7
746769,1091,30.0
746769,1003,1.24
746769,1063,1.19
746770,1093,30.0
746770,1092,157.0
746770,1005,8.16
746770,1008,34.0
746770,1162,10.9
746770,1079,0.8
746770,1089,0.38
746770,1090,13.0
746770,1091,17.0
746770,1101,0.046
746770,1185,2.7
746770,1106,232.0
746770,1003,0.82
746770,1051,90.2
746770,1087,9.0
746770,1095,0.44
746770,1175,0.04
746770,1004,0.18
746770,1063,7.88
746771,1079,2.0
746771,1089,0.33
746771,1090,10.7
746771,1091,23.0
746771,1093,9.0
746771,1101,0.029
746771,1003,0.91
746771,1162,59.1
746771,1004,0.15
746771,1051,86.7
746771,1087,43.0
746771,1092,166.0
746771,1095,0.11
746771,1175,0.079
746771,1005,11.8
746771,1008,47.0
746771,1063,8.57
746772,1092,159.0
746772,1095,0.43
746772,1090,12.0
746772,1091,103.0
746772,1093,39.0
746772,1003,3.38
746772,1253,5.0
746772,1051,89.7
746772,1004,0.95
746772,1175,0.06
746772,1008,42.782026768642446
746772,1106,58.0
746772,1112,1.06
746772,1114,1.06
746772,1258,0.568
746772,1292,0.21
746772,1293,0.032
746772,1110,42.4
746772,1005,5.18
746772,1109,0.02
746772,1178,0.61
746772,1087,126.0
746772,1257,0.036
746772,1063,4.96
746773,1003,0.38
746773,1008,56.88336520076482
746773,1079,3.1
746773,1089,0.17
746773,1090,5.7
746773,1091,10.0
746773,1093,7.0
746773,1101,0.032
746773,1106,1.0
746773,1162,4.4
746773,1185,3.8
746773,1004,0.16
746773,1005,15.1
746773,1051,84.1
746773,1087,8.0
746773,1092,87.0
746773,1095,0.07
746773,1175,0.026
746773,1063,9.69
746774,1003,8.88
746774,1008,260.5162523900574
746774,1079,1.0
746774,1089,3.07
746774,1090,13.0
746774,1091,133.0
746774,1093,304.0
746774,1101,0.173
746774,1106,29.0
746774,1162,2.3
746774,1178,0.19
746774,1185,27.8
746774,1253,24.0
746774,1257,0.087
746774,1258,2.68
746774,1004,13.6
746774,1005,25.5
746774,1051,50.8
746774,1087,46.0
746774,1092,152.0
746774,1095,1.07
746774,1109,0.89
746774,1175,0.17
746774,1183,2.0
746774,1292,3.49
746774,1293,7.05
746774,1063,10.3
746775,1093,38700.0
746775,1101,0.032
746775,1051,0.42
746775,1087,50.0
746775,1092,2.0
746776,1090,12.5
746776,1091,107.0
746776,1093,41.0
746776,1101,0.001
746776,1092,167.0
746776,1095,0.45
746776,1175,0.058
746776,1004,0.08
746776,1051,90.8
746776,1003,3.43
746776,1110,44.0
746776,1005,4.92
746776,1008,34.0
746776,1112,1.1
746776,1114,1.1
746776,1106,64.0
746776,1258,0.049
746776,1292,0.017
746776,1293,0.006
746776,1253,3.0
746776,1087,132.0
746776,1178,0.58
746776,1063,5.05
746777,1090,15.2
746777,1091,32.0
746777,1093,656.0
746777,1101,0.11
746777,1008,29.15869980879541
746777,1089,0.42
746777,1003,1.44
746777,1005,6.74
746777,1051,89.3
746777,1092,258.0
746777,1095,0.2
746777,1087,28.0
746777,1004,0.19
746777,1063,3.81
746777,1079,1.8
746777,1185,4.2
746777,1175,0.176
746777,1109,1.22
746777,1106,24.0
746778,1175,0.061
746778,1003,3.36
746778,1110,45.2
746778,1112,1.13
746778,1008,49.95219885277247
746778,1106,83.0
746778,1114,1.13
746778,1257,0.07
746778,1258,1.11
746778,1005,4.9
746778,1292,0.4
746778,1293,0.058
746778,1109,0.03
746778,1253,8.0
746778,1087,126.0
746778,1092,159.0
746778,1095,0.43
746778,1051,89.1
746778,1004,1.9
746778,1090,12.0
746778,1091,103.0
746778,1093,39.0
746778,1101,0.001
746778,1178,0.55
746778,1063,4.89
746779,1109,0.33
746779,1004,28.7
746779,1005,3.37
746779,1008,328.0
746779,1292,12.7
746779,1293,1.91
746779,1051,51.7
746779,1087,35.0
746779,1092,263.0
746779,1095,2.14
746779,1175,0.15
746779,1178,1.13
746779,1162,19.2
746779,1253,61.0
746779,1257,1.18
746779,1258,11.3
746779,1106,18.0
746779,1089,1.55
746779,1090,19.7
746779,1091,124.0
746779,1093,866.0
746779,1101,0.174
746779,1003,13.3
746779,1063,1.0
746780,1106,22.0
746780,1109,0.8
746780,1175,0.343
746780,1004,26.2
746780,1005,2.15
746780,1008,322.0
746780,1051,50.9
746780,1087,12.0
746780,1092,310.0
746780,1095,2.41
746780,1292,11.6
746780,1293,4.96
746780,1253,80.0
746780,1257,0.1
746780,1258,9.15
746780,1003,18.2
746780,1178,1.06
746780,1089,1.29
746780,1090,18.6
746780,1091,145.0
746780,1093,766.0
746780,1101,0.033
746780,1183,18.8
746780,1063,1.46
746781,1004,28.1
746781,1051,46.3
746781,1087,37.0
746781,1089,2.34
746781,1090,30.1
746781,1101,0.188
746781,1091,207.0
746781,1092,435.0
746781,1093,983.0
746781,1095,2.19
746781,1178,1.21
746781,1175,0.554
746781,1253,107.0
